Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1041732,-,-,-,26.05,-81.02,-5,4,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2013,1,1,10,30,93,844,557,93,844,557,2,16,56.69,4,0.117,3.9000000000000004,65.54,23,1020,N/A
2013,1,1,11,0,94,873,615,94,873,615,1,16,53.410000000000004,0,0.117,3.9000000000000004,62.7,24,1020,N/A
2013,1,1,11,30,97,887,656,97,887,656,0,16,50.95,0,0.117,3.8000000000000003,62.660000000000004,24,1010,N/A
2013,1,1,12,0,97,898,681,97,898,681,0,16,49.45,0,0.117,3.7,63.47,24,1010,N/A
2013,1,1,12,30,97,901,688,97,901,688,0,16,48.99,0,0.117,3.6,63.43,24,1010,N/A
2013,1,1,13,0,95,901,679,95,901,679,0,16,49.6,0,0.117,3.5,60.300000000000004,25,1010,N/A
2013,1,1,13,30,93,891,652,93,891,652,0,16,51.24,0,0.117,3.4000000000000004,63.97,24,1010,N/A
2013,1,1,14,0,90,877,608,90,877,608,0,16,53.82,0,0.117,3.3000000000000003,64.13,24,1010,N/A
2013,1,1,14,30,87,854,549,87,854,549,0,16,57.2,0,0.117,3.2,64.12,24,1010,N/A
2013,1,1,15,0,82,821,477,82,821,477,0,16,61.27,0,0.117,3.1,64.01,24,1010,N/A
2013,1,1,15,30,76,773,392,76,773,392,0,16,65.88,0,0.117,2.7,67.97,23,1010,N/A
2013,1,1,16,0,68,703,298,68,703,298,0,17,70.93,0,0.117,2.4000000000000004,69.01,23,1010,N/A
2013,1,1,16,30,57,598,199,57,598,199,0,17,76.33,0,0.117,1.8,73.32000000000001,22,1010,N/A
2013,1,1,17,0,41,429,101,41,429,101,0,17,82.02,0,0.117,1.3,79.33,21,1010,N/A
2013,1,1,17,30,16,129,21,16,129,21,0,17,87.93,0,0.117,1.2000000000000002,84.38,20,1010,N/A
2013,1,1,18,0,0,0,0,0,0,0,1,16,94.03,0,0.117,1.2000000000000002,87.4,20,1010,N/A
2013,1,1,18,30,0,0,0,0,0,0,0,16,100.27,0,0.117,1.1,87.42,19,1010,N/A
2013,1,1,19,0,0,0,0,0,0,0,0,16,106.63,0,0.117,1.1,88.06,19,1010,N/A
2013,1,1,19,30,0,0,0,0,0,0,0,16,113.08,0,0.117,1.1,88.07000000000001,19,1010,N/A
2013,1,1,20,0,0,0,0,0,0,0,0,17,119.62,0,0.117,1.1,88.63,19,1010,N/A
2013,1,1,20,30,0,0,0,0,0,0,0,17,126.22,0,0.117,1.1,88.63,19,1010,N/A
2013,1,1,21,0,0,0,0,0,0,0,0,17,132.87,0,0.117,1.1,89.04,19,1010,N/A
2013,1,1,21,30,0,0,0,0,0,0,0,17,139.56,0,0.117,1,89.04,19,1010,N/A
2013,1,1,22,0,0,0,0,0,0,0,0,17,146.27,0,0.117,1,89.07000000000001,19,1010,N/A
2013,1,1,22,30,0,0,0,0,0,0,0,17,153.01,0,0.117,1,89.07000000000001,19,1010,N/A
2013,1,1,23,0,0,0,0,0,0,0,0,17,159.74,0,0.117,1.1,88.27,19,1010,N/A
2013,1,1,23,30,0,0,0,0,0,0,0,17,166.42000000000002,0,0.117,1.1,93.94,18,1010,N/A
2013,1,2,0,0,0,0,0,0,0,0,0,16,172.87,0,0.117,1.2000000000000002,93.05,18,1010,N/A
2013,1,2,0,30,0,0,0,0,0,0,0,16,176.81,0,0.117,1.2000000000000002,93.04,18,1010,N/A
2013,1,2,1,0,0,0,0,0,0,0,1,16,172.08,0,0.117,1.2000000000000002,92.25,18,1010,N/A
2013,1,2,1,30,0,0,0,0,0,0,0,16,165.57,0,0.117,1.2000000000000002,92.24,18,1010,N/A
2013,1,2,2,0,0,0,0,0,0,0,0,16,158.88,0,0.117,1.2000000000000002,91.62,18,1010,N/A
2013,1,2,2,30,0,0,0,0,0,0,0,16,152.15,0,0.117,1.2000000000000002,97.56,17,1010,N/A
2013,1,2,3,0,0,0,0,0,0,0,0,16,145.42000000000002,0,0.117,1.2000000000000002,97.39,17,1010,N/A
2013,1,2,3,30,0,0,0,0,0,0,0,16,138.70000000000002,0,0.117,1.1,97.39,17,1010,N/A
2013,1,2,4,0,0,0,0,0,0,0,0,16,132.01,0,0.117,1.1,97.67,17,1010,N/A
2013,1,2,4,30,0,0,0,0,0,0,0,16,125.37,0,0.117,1.1,97.68,17,1010,N/A
2013,1,2,5,0,0,0,0,0,0,0,0,16,118.77,0,0.117,1.1,98.29,17,1010,N/A
2013,1,2,5,30,0,0,0,0,0,0,0,16,112.24000000000001,0,0.117,1.1,98.31,17,1010,N/A
2013,1,2,6,0,0,0,0,0,0,0,0,16,105.8,0,0.117,1.1,98.95,17,1010,N/A
2013,1,2,6,30,0,0,0,0,0,0,0,16,99.45,0,0.117,1.1,98.97,17,1010,N/A
2013,1,2,7,0,0,0,0,0,0,0,0,16,93.22,0,0.117,1.1,99.51,17,1010,N/A
2013,1,2,7,30,20,159,28,20,159,28,0,16,87.14,0,0.117,1.2000000000000002,93.46000000000001,18,1010,N/A
2013,1,2,8,0,27,0,27,46,426,111,3,17,81.25,0,0.117,1.4000000000000001,91.75,19,1010,N/A
2013,1,2,8,30,68,0,68,62,584,208,3,17,75.59,0,0.117,1.3,86.25,20,1010,N/A
2013,1,2,9,0,73,689,306,73,689,306,0,17,70.22,0,0.117,1.3,76.52,22,1010,N/A
2013,1,2,9,30,81,756,398,81,756,398,0,17,65.21000000000001,0,0.117,1.2000000000000002,72.02,23,1010,N/A
2013,1,2,10,0,90,793,479,90,793,479,0,17,60.660000000000004,0,0.117,1.2000000000000002,67.96000000000001,24,1010,N/A
2013,1,2,10,30,244,75,286,95,826,550,3,17,56.67,0,0.117,1.2000000000000002,67.93,24,1010,N/A
2013,1,2,11,0,201,8,206,100,848,606,3,17,53.370000000000005,0,0.117,1.3,65.14,25,1010,N/A
2013,1,2,11,30,289,288,471,102,864,647,3,17,50.9,0,0.117,1.4000000000000001,65.11,25,1010,N/A
2013,1,2,12,0,103,873,672,103,873,672,1,18,49.38,0,0.117,1.6,65.98,25,1010,N/A
2013,1,2,12,30,319,171,432,104,875,679,3,18,48.9,0,0.117,1.8,65.95,25,1010,N/A
2013,1,2,13,0,300,291,489,121,831,661,2,18,49.49,0,0.117,2,66.52,25,1010,N/A
2013,1,2,13,30,119,820,634,119,820,634,1,18,51.120000000000005,0,0.117,2.1,66.51,25,1010,N/A
2013,1,2,14,0,127,0,127,117,799,591,3,18,53.69,0,0.117,2.2,66.61,25,1010,N/A
2013,1,2,14,30,113,772,532,113,772,532,0,18,57.07,0,0.117,2.2,66.61,25,1010,N/A
2013,1,2,15,0,108,729,460,108,729,460,0,18,61.13,0,0.117,2.2,66.69,25,1010,N/A
2013,1,2,15,30,99,675,377,99,675,377,0,18,65.74,0,0.117,2,70.8,24,1010,N/A
2013,1,2,16,0,88,597,285,88,597,285,0,18,70.79,0,0.117,1.8,72.77,24,1010,N/A
2013,1,2,16,30,73,486,189,73,486,189,1,18,76.19,0,0.117,1.4000000000000001,77.28,23,1010,N/A
2013,1,2,17,0,50,318,95,50,318,95,3,19,81.88,4,0.117,1,83.72,22,1010,N/A
2013,1,2,17,30,17,71,19,17,71,19,0,19,87.79,0,0.117,1,89.01,21,1010,N/A
2013,1,2,18,0,0,0,0,0,0,0,0,18,93.89,0,0.117,1,86.92,21,1010,N/A
2013,1,2,18,30,0,0,0,0,0,0,1,18,100.13,0,0.117,0.9,92.47,20,1010,N/A
2013,1,2,19,0,0,0,0,0,0,0,0,18,106.49000000000001,0,0.117,0.9,92.82000000000001,20,1010,N/A
2013,1,2,19,30,0,0,0,0,0,0,0,18,112.95,0,0.117,0.8,92.84,20,1010,N/A
2013,1,2,20,0,0,0,0,0,0,0,1,18,119.49000000000001,0,0.117,0.8,92.7,20,1010,N/A
2013,1,2,20,30,0,0,0,0,0,0,1,18,126.09,0,0.117,0.7000000000000001,98.62,19,1010,N/A
2013,1,2,21,0,0,0,0,0,0,0,0,18,132.74,0,0.117,0.7000000000000001,97.81,19,1010,N/A
2013,1,2,21,30,0,0,0,0,0,0,0,18,139.43,0,0.117,0.6000000000000001,97.81,19,1010,N/A
2013,1,2,22,0,0,0,0,0,0,0,0,18,146.15,0,0.117,0.6000000000000001,96.71000000000001,19,1010,N/A
2013,1,2,22,30,0,0,0,0,0,0,0,18,152.88,0,0.117,0.5,96.69,19,1010,N/A
2013,1,2,23,0,0,0,0,0,0,0,0,18,159.61,0,0.117,0.5,95.87,19,1010,N/A
2013,1,2,23,30,0,0,0,0,0,0,1,18,166.29,0,0.117,0.4,100,18,1010,N/A
2013,1,3,0,0,0,0,0,0,0,0,0,18,172.73,0,0.117,0.30000000000000004,100,18,1010,N/A
2013,1,3,0,30,0,0,0,0,0,0,1,18,176.73,0,0.117,0.30000000000000004,100,18,1010,N/A
2013,1,3,1,0,0,0,0,0,0,0,0,18,172.14000000000001,0,0.117,0.30000000000000004,100,18,1010,N/A
2013,1,3,1,30,0,0,0,0,0,0,0,18,165.65,0,0.117,0.4,100,18,1010,N/A
2013,1,3,2,0,0,0,0,0,0,0,1,18,158.96,0,0.117,0.5,100,18,1010,N/A
2013,1,3,2,30,0,0,0,0,0,0,1,17,152.23,0,0.117,0.6000000000000001,100,17,1010,N/A
2013,1,3,3,0,0,0,0,0,0,0,1,17,145.5,0,0.117,0.7000000000000001,100,17,1010,N/A
2013,1,3,3,30,0,0,0,0,0,0,0,17,138.78,0,0.117,0.7000000000000001,100,17,1010,N/A
2013,1,3,4,0,0,0,0,0,0,0,0,17,132.09,0,0.117,0.7000000000000001,100,17,1010,N/A
2013,1,3,4,30,0,0,0,0,0,0,0,17,125.44,0,0.117,0.7000000000000001,100,17,1010,N/A
2013,1,3,5,0,0,0,0,0,0,0,0,17,118.84,0,0.117,0.8,100,17,1010,N/A
2013,1,3,5,30,0,0,0,0,0,0,1,17,112.31,0,0.117,0.8,100,17,1010,N/A
2013,1,3,6,0,0,0,0,0,0,0,1,17,105.86,0,0.117,0.8,100,17,1010,N/A
2013,1,3,6,30,0,0,0,0,0,0,1,17,99.5,0,0.117,0.8,100,17,1010,N/A
2013,1,3,7,0,0,0,0,0,0,0,1,17,93.27,0,0.117,0.9,100,17,1010,N/A
2013,1,3,7,30,20,126,26,20,126,26,0,17,87.19,0,0.117,1.3,96.46000000000001,18,1010,N/A
2013,1,3,8,0,48,390,108,48,390,108,0,17,81.29,0,0.117,1.7000000000000002,93.79,19,1010,N/A
2013,1,3,8,30,67,550,203,67,550,203,0,17,75.62,0,0.117,1.8,88.17,20,1010,N/A
2013,1,3,9,0,78,661,301,78,661,301,0,18,70.24,0,0.117,2,86.68,21,1010,N/A
2013,1,3,9,30,87,729,393,87,729,393,0,18,65.22,0,0.117,2.2,81.56,22,1010,N/A
2013,1,3,10,0,93,781,476,93,781,476,0,19,60.65,0,0.117,2.5,74.23,24,1010,N/A
2013,1,3,10,30,98,814,546,98,814,546,1,19,56.64,0,0.117,2.6,74.21000000000001,24,1010,N/A
2013,1,3,11,0,101,839,603,101,839,603,0,19,53.32,0,0.117,2.7,70.33,25,1010,N/A
2013,1,3,11,30,104,854,644,104,854,644,0,19,50.83,0,0.117,2.7,70.3,25,1010,N/A
2013,1,3,12,0,103,868,669,103,868,669,0,19,49.29,0,0.117,2.8000000000000003,66.42,26,1010,N/A
2013,1,3,12,30,103,870,677,103,870,677,0,19,48.800000000000004,0,0.117,2.8000000000000003,66.39,26,1010,N/A
2013,1,3,13,0,103,866,667,103,866,667,0,19,49.38,0,0.117,2.9000000000000004,66.22,26,1010,N/A
2013,1,3,13,30,102,857,641,102,857,641,1,19,50.99,0,0.117,2.9000000000000004,66.2,26,1010,N/A
2013,1,3,14,0,99,841,599,99,841,599,0,19,53.550000000000004,0,0.117,2.9000000000000004,66.02,26,1010,N/A
2013,1,3,14,30,95,817,541,95,817,541,1,19,56.93,0,0.117,2.8000000000000003,66.02,26,1010,N/A
2013,1,3,15,0,88,790,471,88,790,471,0,19,60.980000000000004,0,0.117,2.8000000000000003,65.99,26,1010,N/A
2013,1,3,15,30,81,741,388,81,741,388,0,19,65.59,0,0.117,2.5,70.02,25,1010,N/A
2013,1,3,16,0,71,679,296,71,679,296,0,19,70.64,0,0.117,2.3000000000000003,72.03,25,1010,N/A
2013,1,3,16,30,59,577,199,59,577,199,0,19,76.05,0,0.117,1.8,76.47,24,1010,N/A
2013,1,3,17,0,42,420,103,42,420,103,0,20,81.74,0,0.117,1.3,83.73,23,1010,N/A
2013,1,3,17,30,17,144,23,17,144,23,0,20,87.65,0,0.117,1.3,88.99,22,1010,N/A
2013,1,3,18,0,0,0,0,0,0,0,0,19,93.75,0,0.117,1.3,87.84,22,1010,N/A
2013,1,3,18,30,0,0,0,0,0,0,0,19,99.99000000000001,0,0.117,1.2000000000000002,93.4,21,1010,N/A
2013,1,3,19,0,0,0,0,0,0,0,0,20,106.36,0,0.117,1.2000000000000002,95.39,21,1010,N/A
2013,1,3,19,30,0,0,0,0,0,0,0,20,112.82000000000001,0,0.117,1.2000000000000002,95.42,21,1010,N/A
2013,1,3,20,0,0,0,0,0,0,0,0,20,119.36,0,0.117,1.2000000000000002,97.26,21,1010,N/A
2013,1,3,20,30,0,0,0,0,0,0,0,20,125.96000000000001,0,0.117,1.2000000000000002,100,20,1010,N/A
2013,1,3,21,0,0,0,0,0,0,0,0,20,132.61,0,0.117,1.2000000000000002,100,20,1010,N/A
2013,1,3,21,30,0,0,0,0,0,0,0,20,139.3,0,0.117,1.2000000000000002,100,20,1010,N/A
2013,1,3,22,0,0,0,0,0,0,0,0,20,146.02,0,0.117,1.2000000000000002,100,20,1020,N/A
2013,1,3,22,30,0,0,0,0,0,0,0,20,152.76,0,0.117,1.2000000000000002,100,20,1020,N/A
2013,1,3,23,0,0,0,0,0,0,0,0,20,159.49,0,0.117,1.2000000000000002,100,20,1020,N/A
2013,1,3,23,30,0,0,0,0,0,0,0,20,166.16,0,0.117,1.1,100,20,1010,N/A
2013,1,4,0,0,0,0,0,0,0,0,0,20,172.59,0,0.117,1.1,100,20,1010,N/A
2013,1,4,0,30,0,0,0,0,0,0,1,20,176.64000000000001,0,0.117,1.1,100,20,1010,N/A
2013,1,4,1,0,0,0,0,0,0,0,0,20,172.19,0,0.117,1.1,100,20,1010,N/A
2013,1,4,1,30,0,0,0,0,0,0,0,20,165.72,0,0.117,1.1,100,20,1010,N/A
2013,1,4,2,0,0,0,0,0,0,0,0,20,159.04,0,0.117,1.1,100,20,1010,N/A
2013,1,4,2,30,0,0,0,0,0,0,0,19,152.31,0,0.117,1,100,19,1010,N/A
2013,1,4,3,0,0,0,0,0,0,0,0,19,145.57,0,0.117,1,100,19,1010,N/A
2013,1,4,3,30,0,0,0,0,0,0,0,19,138.86,0,0.117,1,100,19,1010,N/A
2013,1,4,4,0,0,0,0,0,0,0,0,19,132.16,0,0.117,1,100,20,1010,N/A
2013,1,4,4,30,0,0,0,0,0,0,0,19,125.51,0,0.117,0.9,100,20,1010,N/A
2013,1,4,5,0,0,0,0,0,0,0,0,20,118.91,0,0.117,0.8,100,20,1020,N/A
2013,1,4,5,30,0,0,0,0,0,0,0,19,112.37,0,0.117,0.7000000000000001,100,20,1020,N/A
2013,1,4,6,0,0,0,0,0,0,0,0,19,105.92,0,0.117,0.6000000000000001,100,20,1020,N/A
2013,1,4,6,30,0,0,0,0,0,0,0,19,99.56,0,0.117,0.6000000000000001,100,19,1020,N/A
2013,1,4,7,0,0,0,0,0,0,0,0,19,93.32000000000001,0,0.117,0.7000000000000001,100,19,1020,N/A
2013,1,4,7,30,17,218,28,17,218,28,0,20,87.22,0,0.117,0.9,100,20,1020,N/A
2013,1,4,8,0,37,483,110,37,483,110,0,20,81.32000000000001,0,0.117,1.2000000000000002,97.8,21,1020,N/A
2013,1,4,8,30,50,630,207,50,630,207,1,20,75.64,0,0.117,0.8,92.04,22,1020,N/A
2013,1,4,9,0,107,0,107,58,728,304,2,20,70.25,0,0.117,0.5,85.84,23,1020,N/A
2013,1,4,9,30,65,789,396,65,789,396,0,20,65.21000000000001,0,0.117,0.5,80.84,24,1020,N/A
2013,1,4,10,0,76,811,474,76,811,474,0,19,60.63,0,0.117,0.5,72.5,25,1020,N/A
2013,1,4,10,30,81,842,544,81,842,544,0,19,56.61,0,0.117,0.6000000000000001,72.48,25,1020,N/A
2013,1,4,11,0,83,865,601,83,865,601,0,19,53.27,0,0.117,0.7000000000000001,67.1,26,1020,N/A
2013,1,4,11,30,275,50,307,86,879,642,2,19,50.76,0,0.117,0.8,67.07000000000001,26,1020,N/A
2013,1,4,12,0,188,3,190,87,888,667,2,19,49.2,0,0.117,0.9,66.51,26,1020,N/A
2013,1,4,12,30,87,890,675,87,890,675,0,19,48.69,0,0.117,1,66.47,26,1020,N/A
2013,1,4,13,0,103,853,660,103,853,660,0,19,49.25,0,0.117,1.1,62.22,27,1010,N/A
2013,1,4,13,30,101,843,634,101,843,634,0,19,50.86,0,0.117,1.2000000000000002,62.2,27,1010,N/A
2013,1,4,14,0,100,824,591,100,824,591,0,19,53.410000000000004,0,0.117,1.3,61.72,27,1010,N/A
2013,1,4,14,30,96,800,534,96,800,534,0,19,56.78,0,0.117,1.3,65.45,27,1010,N/A
2013,1,4,15,0,90,766,464,90,766,464,0,18,60.83,0,0.117,1.4000000000000001,65.04,27,1010,N/A
2013,1,4,15,30,84,717,382,84,717,382,0,18,65.44,0,0.117,1.2000000000000002,65.05,26,1010,N/A
2013,1,4,16,0,75,646,291,75,646,291,0,19,70.49,0,0.117,1.2000000000000002,66.35,26,1010,N/A
2013,1,4,16,30,62,544,195,62,544,195,0,19,75.9,0,0.117,1,70.41,25,1020,N/A
2013,1,4,17,0,45,382,101,45,382,101,0,19,81.59,0,0.117,0.8,78.10000000000001,24,1020,N/A
2013,1,4,17,30,18,123,23,18,123,23,1,19,87.51,0,0.117,0.9,82.96000000000001,23,1020,N/A
2013,1,4,18,0,0,0,0,0,0,0,3,19,93.61,0,0.117,1,85.59,22,1020,N/A
2013,1,4,18,30,0,0,0,0,0,0,0,19,99.86,0,0.117,1.1,91,21,1020,N/A
2013,1,4,19,0,0,0,0,0,0,0,1,19,106.22,0,0.117,1.3,91.4,21,1020,N/A
2013,1,4,19,30,0,0,0,0,0,0,1,19,112.68,0,0.117,1.4000000000000001,91.43,21,1020,N/A
2013,1,4,20,0,0,0,0,0,0,0,3,19,119.22,0,0.117,1.6,92.28,21,1020,N/A
2013,1,4,20,30,0,0,0,0,0,0,3,19,125.83,0,0.117,1.7000000000000002,98.14,20,1020,N/A
2013,1,4,21,0,0,0,0,0,0,0,1,19,132.48,0,0.117,1.9000000000000001,99.31,20,1020,N/A
2013,1,4,21,30,0,0,0,0,0,0,0,19,139.18,0,0.117,1.9000000000000001,99.3,20,1020,N/A
2013,1,4,22,0,0,0,0,0,0,0,1,19,145.9,0,0.117,2,99.65,20,1020,N/A
2013,1,4,22,30,0,0,0,0,0,0,1,19,152.63,0,0.117,2,100,19,1020,N/A
2013,1,4,23,0,0,0,0,0,0,0,1,19,159.36,0,0.117,2,100,19,1020,N/A
2013,1,4,23,30,0,0,0,0,0,0,1,19,166.03,0,0.117,2,100,19,1020,N/A
2013,1,5,0,0,0,0,0,0,0,0,1,19,172.45000000000002,0,0.117,2,100,19,1020,N/A
2013,1,5,0,30,0,0,0,0,0,0,1,19,176.53,0,0.117,2,100,19,1020,N/A
2013,1,5,1,0,0,0,0,0,0,0,0,19,172.23,0,0.117,2.1,100,19,1020,N/A
2013,1,5,1,30,0,0,0,0,0,0,0,19,165.79,0,0.117,2.1,100,19,1020,N/A
2013,1,5,2,0,0,0,0,0,0,0,1,19,159.11,0,0.117,2.2,100,19,1020,N/A
2013,1,5,2,30,0,0,0,0,0,0,1,18,152.38,0,0.117,2.3000000000000003,100,18,1020,N/A
2013,1,5,3,0,0,0,0,0,0,0,1,18,145.65,0,0.117,2.4000000000000004,100,18,1020,N/A
2013,1,5,3,30,0,0,0,0,0,0,1,18,138.93,0,0.117,2.5,100,18,1020,N/A
2013,1,5,4,0,0,0,0,0,0,0,1,18,132.23,0,0.117,2.8000000000000003,100,18,1020,N/A
2013,1,5,4,30,0,0,0,0,0,0,1,18,125.58,0,0.117,2.9000000000000004,100,18,1020,N/A
2013,1,5,5,0,0,0,0,0,0,0,1,18,118.97,0,0.117,3,100,18,1020,N/A
2013,1,5,5,30,0,0,0,0,0,0,1,17,112.43,0,0.117,3,100,18,1020,N/A
2013,1,5,6,0,0,0,0,0,0,0,1,17,105.97,0,0.117,3.1,100,18,1020,N/A
2013,1,5,6,30,0,0,0,0,0,0,1,17,99.60000000000001,0,0.117,3.2,100,18,1020,N/A
2013,1,5,7,0,0,0,0,0,0,0,1,18,93.36,0,0.117,3.4000000000000004,100,18,1020,N/A
2013,1,5,7,30,19,135,26,19,135,26,0,18,87.26,0,0.117,3.5,100,18,1020,N/A
2013,1,5,8,0,46,394,106,46,394,106,1,18,81.34,0,0.117,3.7,97.28,19,1020,N/A
2013,1,5,8,30,64,550,201,64,550,201,1,18,75.65,0,0.117,3.7,91.45,20,1020,N/A
2013,1,5,9,0,118,0,118,74,667,299,2,19,70.25,0,0.117,3.7,85.62,22,1020,N/A
2013,1,5,9,30,82,735,391,82,735,391,1,19,65.2,0,0.117,3.5,80.58,23,1020,N/A
2013,1,5,10,0,90,778,472,90,778,472,0,20,60.61,0,0.117,3.4000000000000004,78.44,24,1020,N/A
2013,1,5,10,30,95,813,543,95,813,543,0,20,56.57,0,0.117,3.1,78.41,24,1020,N/A
2013,1,5,11,0,94,848,602,94,848,602,0,20,53.21,0,0.117,2.9000000000000004,74.66,25,1020,N/A
2013,1,5,11,30,97,864,644,97,864,644,0,20,50.68,0,0.117,2.8000000000000003,74.62,25,1020,N/A
2013,1,5,12,0,94,882,671,94,882,671,0,20,49.11,0,0.117,2.7,69.98,26,1020,N/A
2013,1,5,12,30,94,885,680,94,885,680,0,20,48.58,0,0.117,2.6,69.94,26,1020,N/A
2013,1,5,13,0,301,74,350,98,873,669,3,19,49.13,0,0.117,2.5,69.26,26,1020,N/A
2013,1,5,13,30,297,99,360,96,864,644,3,19,50.72,0,0.117,2.4000000000000004,69.24,26,1020,N/A
2013,1,5,14,0,275,251,426,93,852,603,3,19,53.26,0,0.117,2.3000000000000003,68.55,26,1020,N/A
2013,1,5,14,30,254,157,341,89,829,545,3,19,56.63,0,0.117,2.2,68.54,26,1020,N/A
2013,1,5,15,0,84,797,475,84,797,475,0,19,60.68,0,0.117,2.1,68.06,26,1020,N/A
2013,1,5,15,30,78,751,392,78,751,392,1,19,65.29,0,0.117,1.9000000000000001,72.21000000000001,25,1020,N/A
