Series Data									
E:\WA2114\WA2114_000_000_CUR.PD0									
Broadband 614.4 kHz									
Pings/Ens =	180								
Time/Ping = 00:01.00									
First Ensemble Date = 14/10/31									
First Ensemble Time = 07:00:00.00									
Ensemble Interval (s) = 	600								
1st Bin Range (m) = 	2.12								
Bin Size (m) =	1								


Ens	YR	MO	DA	HH	MM	SS	HH		Dep
									m


654	14	11	4	19	50	0	0		26.964
655	14	11	4	20	0	0	0		26.957
656	14	11	4	20	10	0	0		26.955
657	14	11	4	20	20	0	0		26.972
658	14	11	4	20	30	0	0		26.993
659	14	11	4	20	40	0	0		27.016
660	14	11	4	20	50	0	0		27.054
661	14	11	4	21	0	0	0		27.086
662	14	11	4	21	10	0	0		27.142
663	14	11	4	21	20	0	0		27.191
664	14	11	4	21	30	0	0		27.245
665	14	11	4	21	40	0	0		27.31
666	14	11	4	21	50	0	0		27.388
667	14	11	4	22	0	0	0		27.457
668	14	11	4	22	10	0	0		27.522
669	14	11	4	22	20	0	0		27.606
670	14	11	4	22	30	0	0		27.688
671	14	11	4	22	40	0	0		27.763
672	14	11	4	22	50	0	0		27.852
673	14	11	4	23	0	0	0		27.941
674	14	11	4	23	10	0	0		28.035
675	14	11	4	23	20	0	0		28.128
676	14	11	4	23	30	0	0		28.223
677	14	11	4	23	40	0	0		28.308
678	14	11	4	23	50	0	0		28.411
679	14	11	5	0	0	0	0		28.501
680	14	11	5	0	10	0	0		28.592
681	14	11	5	0	20	0	0		28.685
682	14	11	5	0	30	0	0		28.758
683	14	11	5	0	40	0	0		28.836
684	14	11	5	0	50	0	0		28.903
685	14	11	5	1	0	0	0		28.958
686	14	11	5	1	10	0	0		29.009
687	14	11	5	1	20	0	0		29.063
688	14	11	5	1	30	0	0		29.101
689	14	11	5	1	40	0	0		29.126
690	14	11	5	1	50	0	0		29.17
691	14	11	5	2	0	0	0		29.183
692	14	11	5	2	10	0	0		29.202
693	14	11	5	2	20	0	0		29.197
694	14	11	5	2	30	0	0		29.18
695	14	11	5	2	40	0	0		29.163
696	14	11	5	2	50	0	0		29.144
697	14	11	5	3	0	0	0		29.113
698	14	11	5	3	10	0	0		29.063
699	14	11	5	3	20	0	0		29.018
700	14	11	5	3	30	0	0		28.956
701	14	11	5	3	40	0	0		28.889
702	14	11	5	3	50	0	0		28.82
703	14	11	5	4	0	0	0		28.742
704	14	11	5	4	10	0	0		28.671
705	14	11	5	4	20	0	0		28.581
706	14	11	5	4	30	0	0		28.482
707	14	11	5	4	40	0	0		28.395
708	14	11	5	4	50	0	0		28.281
709	14	11	5	5	0	0	0		28.179
710	14	11	5	5	10	0	0		28.081
711	14	11	5	5	20	0	0		27.994
712	14	11	5	5	30	0	0		27.899
713	14	11	5	5	40	0	0		27.799
714	14	11	5	5	50	0	0		27.714
715	14	11	5	6	0	0	0		27.617
716	14	11	5	6	10	0	0		27.531
717	14	11	5	6	20	0	0		27.462
718	14	11	5	6	30	0	0		27.377
719	14	11	5	6	40	0	0		27.311
720	14	11	5	6	50	0	0		27.249
721	14	11	5	7	0	0	0		27.188
722	14	11	5	7	10	0	0		27.125
723	14	11	5	7	20	0	0		27.074
724	14	11	5	7	30	0	0		27.04
725	14	11	5	7	40	0	0		26.996
726	14	11	5	7	50	0	0		26.968
727	14	11	5	8	0	0	0		26.942
728	14	11	5	8	10	0	0		26.925
729	14	11	5	8	20	0	0		26.924
730	14	11	5	8	30	0	0		26.912
731	14	11	5	8	40	0	0		26.91
732	14	11	5	8	50	0	0		26.936
733	14	11	5	9	0	0	0		26.953
734	14	11	5	9	10	0	0		26.977
735	14	11	5	9	20	0	0		27.015
736	14	11	5	9	30	0	0		27.055
737	14	11	5	9	40	0	0		27.112
738	14	11	5	9	50	0	0		27.157
739	14	11	5	10	0	0	0		27.205
740	14	11	5	10	10	0	0		27.282
741	14	11	5	10	20	0	0		27.349
742	14	11	5	10	30	0	0		27.43
743	14	11	5	10	40	0	0		27.506
744	14	11	5	10	50	0	0		27.593
745	14	11	5	11	0	0	0		27.667
746	14	11	5	11	10	0	0		27.759
747	14	11	5	11	20	0	0		27.854
748	14	11	5	11	30	0	0		27.943
749	14	11	5	11	40	0	0		28.025
750	14	11	5	11	50	0	0		28.112
751	14	11	5	12	0	0	0		28.204
752	14	11	5	12	10	0	0		28.294
753	14	11	5	12	20	0	0		28.384
754	14	11	5	12	30	0	0		28.464
755	14	11	5	12	40	0	0		28.561
756	14	11	5	12	50	0	0		28.648
757	14	11	5	13	0	0	0		28.722
758	14	11	5	13	10	0	0		28.803
759	14	11	5	13	20	0	0		28.87
760	14	11	5	13	30	0	0		28.922
761	14	11	5	13	40	0	0		28.981
762	14	11	5	13	50	0	0		29.046
763	14	11	5	14	0	0	0		29.081
764	14	11	5	14	10	0	0		29.111
765	14	11	5	14	20	0	0		29.141
766	14	11	5	14	30	0	0		29.157
767	14	11	5	14	40	0	0		29.153
768	14	11	5	14	50	0	0		29.148
769	14	11	5	15	0	0	0		29.14
770	14	11	5	15	10	0	0		29.119
771	14	11	5	15	20	0	0		29.088
772	14	11	5	15	30	0	0		29.045
773	14	11	5	15	40	0	0		29.008
774	14	11	5	15	50	0	0		28.946
775	14	11	5	16	0	0	0		28.888
776	14	11	5	16	10	0	0		28.819
777	14	11	5	16	20	0	0		28.74
778	14	11	5	16	30	0	0		28.652
779	14	11	5	16	40	0	0		28.554
780	14	11	5	16	50	0	0		28.466
781	14	11	5	17	0	0	0		28.387
782	14	11	5	17	10	0	0		28.278
783	14	11	5	17	20	0	0		28.175
784	14	11	5	17	30	0	0		28.071
785	14	11	5	17	40	0	0		27.979
786	14	11	5	17	50	0	0		27.877
787	14	11	5	18	0	0	0		27.781
788	14	11	5	18	10	0	0		27.693
789	14	11	5	18	20	0	0		27.604
790	14	11	5	18	30	0	0		27.515
791	14	11	5	18	40	0	0		27.442
792	14	11	5	18	50	0	0		27.357
793	14	11	5	19	0	0	0		27.281
794	14	11	5	19	10	0	0		27.219
795	14	11	5	19	20	0	0		27.146
796	14	11	5	19	30	0	0		27.1
797	14	11	5	19	40	0	0		27.05
798	14	11	5	19	50	0	0		27.001
799	14	11	5	20	0	0	0		26.964
800	14	11	5	20	10	0	0		26.939
801	14	11	5	20	20	0	0		26.917
802	14	11	5	20	30	0	0		26.892
803	14	11	5	20	40	0	0		26.898
804	14	11	5	20	50	0	0		26.894
805	14	11	5	21	0	0	0		26.894
806	14	11	5	21	10	0	0		26.915
807	14	11	5	21	20	0	0		26.943
808	14	11	5	21	30	0	0		26.973
809	14	11	5	21	40	0	0		27.006
810	14	11	5	21	50	0	0		27.039
811	14	11	5	22	0	0	0		27.097
812	14	11	5	22	10	0	0		27.147
813	14	11	5	22	20	0	0		27.213
814	14	11	5	22	30	0	0		27.281
815	14	11	5	22	40	0	0		27.346
816	14	11	5	22	50	0	0		27.423
817	14	11	5	23	0	0	0		27.499
818	14	11	5	23	10	0	0		27.605
819	14	11	5	23	20	0	0		27.672
820	14	11	5	23	30	0	0		27.771
821	14	11	5	23	40	0	0		27.85
822	14	11	5	23	50	0	0		27.957
823	14	11	6	0	0	0	0		28.062
824	14	11	6	0	10	0	0		28.136
825	14	11	6	0	20	0	0		28.238
826	14	11	6	0	30	0	0		28.326
827	14	11	6	0	40	0	0		28.421
828	14	11	6	0	50	0	0		28.499
829	14	11	6	1	0	0	0		28.621
830	14	11	6	1	10	0	0		28.709
831	14	11	6	1	20	0	0		28.807
832	14	11	6	1	30	0	0		28.866
833	14	11	6	1	40	0	0		28.935
834	14	11	6	1	50	0	0		28.998
835	14	11	6	2	0	0	0		29.054
836	14	11	6	2	10	0	0		29.104
837	14	11	6	2	20	0	0		29.145
838	14	11	6	2	30	0	0		29.171
839	14	11	6	2	40	0	0		29.207
840	14	11	6	2	50	0	0		29.236
841	14	11	6	3	0	0	0		29.236
842	14	11	6	3	10	0	0		29.234
843	14	11	6	3	20	0	0		29.228
844	14	11	6	3	30	0	0		29.206
845	14	11	6	3	40	0	0		29.174
846	14	11	6	3	50	0	0		29.14
847	14	11	6	4	0	0	0		29.089
848	14	11	6	4	10	0	0		29.037
849	14	11	6	4	20	0	0		28.956
850	14	11	6	4	30	0	0		28.886
851	14	11	6	4	40	0	0		28.807
852	14	11	6	4	50	0	0		28.729
853	14	11	6	5	0	0	0		28.62
854	14	11	6	5	10	0	0		28.528
855	14	11	6	5	20	0	0		28.435
856	14	11	6	5	30	0	0		28.32
857	14	11	6	5	40	0	0		28.215
858	14	11	6	5	50	0	0		28.108
859	14	11	6	6	0	0	0		28.018
860	14	11	6	6	10	0	0		27.911
861	14	11	6	6	20	0	0		27.811
862	14	11	6	6	30	0	0		27.709
863	14	11	6	6	40	0	0		27.614
864	14	11	6	6	50	0	0		27.535
865	14	11	6	7	0	0	0		27.448
866	14	11	6	7	10	0	0		27.366
867	14	11	6	7	20	0	0		27.293
868	14	11	6	7	30	0	0		27.217
869	14	11	6	7	40	0	0		27.157
870	14	11	6	7	50	0	0		27.1
871	14	11	6	8	0	0	0		27.046
872	14	11	6	8	10	0	0		27.013
873	14	11	6	8	20	0	0		26.957
874	14	11	6	8	30	0	0		26.941
875	14	11	6	8	40	0	0		26.905
876	14	11	6	8	50	0	0		26.891
877	14	11	6	9	0	0	0		26.882
878	14	11	6	9	10	0	0		26.871
879	14	11	6	9	20	0	0		26.88
880	14	11	6	9	30	0	0		26.895
881	14	11	6	9	40	0	0		26.922
882	14	11	6	9	50	0	0		26.948
883	14	11	6	10	0	0	0		26.982
884	14	11	6	10	10	0	0		27.024
885	14	11	6	10	20	0	0		27.075
886	14	11	6	10	30	0	0		27.128
887	14	11	6	10	40	0	0		27.191
888	14	11	6	10	50	0	0		27.261
889	14	11	6	11	0	0	0		27.332
890	14	11	6	11	10	0	0		27.408
891	14	11	6	11	20	0	0		27.48
892	14	11	6	11	30	0	0		27.564
893	14	11	6	11	40	0	0		27.657
894	14	11	6	11	50	0	0		27.735
895	14	11	6	12	0	0	0		27.83
896	14	11	6	12	10	0	0		27.922
897	14	11	6	12	20	0	0		28.011
898	14	11	6	12	30	0	0		28.113
899	14	11	6	12	40	0	0		28.202
900	14	11	6	12	50	0	0		28.285
901	14	11	6	13	0	0	0		28.387
902	14	11	6	13	10	0	0		28.468
903	14	11	6	13	20	0	0		28.576
904	14	11	6	13	30	0	0		28.668
905	14	11	6	13	40	0	0		28.749
906	14	11	6	13	50	0	0		28.812
907	14	11	6	14	0	0	0		28.885
908	14	11	6	14	10	0	0		28.941
909	14	11	6	14	20	0	0		28.989
910	14	11	6	14	30	0	0		29.04
911	14	11	6	14	40	0	0		29.086
912	14	11	6	14	50	0	0		29.122
913	14	11	6	15	0	0	0		29.15
914	14	11	6	15	10	0	0		29.172
915	14	11	6	15	20	0	0		29.171
916	14	11	6	15	30	0	0		29.169
917	14	11	6	15	40	0	0		29.156
918	14	11	6	15	50	0	0		29.136
919	14	11	6	16	0	0	0		29.106
920	14	11	6	16	10	0	0		29.066
921	14	11	6	16	20	0	0		29.024
922	14	11	6	16	30	0	0		28.957
923	14	11	6	16	40	0	0		28.895
924	14	11	6	16	50	0	0		28.808
925	14	11	6	17	0	0	0		28.741
926	14	11	6	17	10	0	0		28.65
927	14	11	6	17	20	0	0		28.567
928	14	11	6	17	30	0	0		28.471
929	14	11	6	17	40	0	0		28.372
930	14	11	6	17	50	0	0		28.258
931	14	11	6	18	0	0	0		28.167
932	14	11	6	18	10	0	0		28.047
933	14	11	6	18	20	0	0		27.948
934	14	11	6	18	30	0	0		27.858
935	14	11	6	18	40	0	0		27.762
936	14	11	6	18	50	0	0		27.673
937	14	11	6	19	0	0	0		27.563
938	14	11	6	19	10	0	0		27.484
939	14	11	6	19	20	0	0		27.399
940	14	11	6	19	30	0	0		27.31
941	14	11	6	19	40	0	0		27.222
942	14	11	6	19	50	0	0		27.169
943	14	11	6	20	0	0	0		27.098
944	14	11	6	20	10	0	0		27.044
945	14	11	6	20	20	0	0		26.992
946	14	11	6	20	30	0	0		26.934
947	14	11	6	20	40	0	0		26.899
948	14	11	6	20	50	0	0		26.876
949	14	11	6	21	0	0	0		26.838
950	14	11	6	21	10	0	0		26.829
951	14	11	6	21	20	0	0		26.823
952	14	11	6	21	30	0	0		26.827
953	14	11	6	21	40	0	0		26.83
954	14	11	6	21	50	0	0		26.84
955	14	11	6	22	0	0	0		26.863
956	14	11	6	22	10	0	0		26.904
957	14	11	6	22	20	0	0		26.934
958	14	11	6	22	30	0	0		26.977
959	14	11	6	22	40	0	0		27.023
960	14	11	6	22	50	0	0		27.084
961	14	11	6	23	0	0	0		27.145
962	14	11	6	23	10	0	0		27.213
963	14	11	6	23	20	0	0		27.285
964	14	11	6	23	30	0	0		27.364
965	14	11	6	23	40	0	0		27.437
966	14	11	6	23	50	0	0		27.529
967	14	11	7	0	0	0	0		27.624
968	14	11	7	0	10	0	0		27.716
969	14	11	7	0	20	0	0		27.814
970	14	11	7	0	30	0	0		27.905
971	14	11	7	0	40	0	0		28
972	14	11	7	0	50	0	0		28.096
973	14	11	7	1	0	0	0		28.19
974	14	11	7	1	10	0	0		28.283
975	14	11	7	1	20	0	0		28.379
976	14	11	7	1	30	0	0		28.482
977	14	11	7	1	40	0	0		28.576
978	14	11	7	1	50	0	0		28.672
979	14	11	7	2	0	0	0		28.76
980	14	11	7	2	10	0	0		28.84
981	14	11	7	2	20	0	0		28.911
982	14	11	7	2	30	0	0		28.973
983	14	11	7	2	40	0	0		29.034
984	14	11	7	2	50	0	0		29.078
985	14	11	7	3	0	0	0		29.126
986	14	11	7	3	10	0	0		29.169
987	14	11	7	3	20	0	0		29.204
988	14	11	7	3	30	0	0		29.224
989	14	11	7	3	40	0	0		29.238
990	14	11	7	3	50	0	0		29.249
991	14	11	7	4	0	0	0		29.233
992	14	11	7	4	10	0	0		29.21
993	14	11	7	4	20	0	0		29.177
994	14	11	7	4	30	0	0		29.136
995	14	11	7	4	40	0	0		29.088
996	14	11	7	4	50	0	0		29.026
997	14	11	7	5	0	0	0		28.962
998	14	11	7	5	10	0	0		28.901
999	14	11	7	5	20	0	0		28.818
1000	14	11	7	5	30	0	0		28.747
1001	14	11	7	5	40	0	0		28.657
1002	14	11	7	5	50	0	0		28.548
1003	14	11	7	6	0	0	0		28.452
1004	14	11	7	6	10	0	0		28.352
1005	14	11	7	6	20	0	0		28.251
1006	14	11	7	6	30	0	0		28.13
1007	14	11	7	6	40	0	0		28.025
1008	14	11	7	6	50	0	0		27.923
1009	14	11	7	7	0	0	0		27.832
1010	14	11	7	7	10	0	0		27.737
1011	14	11	7	7	20	0	0		27.642
1012	14	11	7	7	30	0	0		27.549
1013	14	11	7	7	40	0	0		27.475
1014	14	11	7	7	50	0	0		27.396
1015	14	11	7	8	0	0	0		27.318
1016	14	11	7	8	10	0	0		27.26
1017	14	11	7	8	20	0	0		27.189
1018	14	11	7	8	30	0	0		27.128
1019	14	11	7	8	40	0	0		27.086
1020	14	11	7	8	50	0	0		27.038
1021	14	11	7	9	0	0	0		26.995
1022	14	11	7	9	10	0	0		26.97
1023	14	11	7	9	20	0	0		26.952
1024	14	11	7	9	30	0	0		26.932
1025	14	11	7	9	40	0	0		26.936
1026	14	11	7	9	50	0	0		26.927
1027	14	11	7	10	0	0	0		26.935
1028	14	11	7	10	10	0	0		26.942
1029	14	11	7	10	20	0	0		26.975
1030	14	11	7	10	30	0	0		26.994
1031	14	11	7	10	40	0	0		27.025
1032	14	11	7	10	50	0	0		27.072
1033	14	11	7	11	0	0	0		27.114
1034	14	11	7	11	10	0	0		27.18
1035	14	11	7	11	20	0	0		27.236
1036	14	11	7	11	30	0	0		27.292
1037	14	11	7	11	40	0	0		27.358
1038	14	11	7	11	50	0	0		27.432
1039	14	11	7	12	0	0	0		27.501
1040	14	11	7	12	10	0	0		27.592
1041	14	11	7	12	20	0	0		27.682
1042	14	11	7	12	30	0	0		27.777
1043	14	11	7	12	40	0	0		27.858
1044	14	11	7	12	50	0	0		27.924
1045	14	11	7	13	0	0	0		28.028
1046	14	11	7	13	10	0	0		28.116
1047	14	11	7	13	20	0	0		28.22
1048	14	11	7	13	30	0	0		28.298
1049	14	11	7	13	40	0	0		28.395
1050	14	11	7	13	50	0	0		28.485
1051	14	11	7	14	0	0	0		28.572
1052	14	11	7	14	10	0	0		28.661
1053	14	11	7	14	20	0	0		28.741
1054	14	11	7	14	30	0	0		28.803
1055	14	11	7	14	40	0	0		28.874
1056	14	11	7	14	50	0	0		28.936
1057	14	11	7	15	0	0	0		28.991
1058	14	11	7	15	10	0	0		29.026
1059	14	11	7	15	20	0	0		29.078
1060	14	11	7	15	30	0	0		29.097
1061	14	11	7	15	40	0	0		29.136
1062	14	11	7	15	50	0	0		29.148
1063	14	11	7	16	0	0	0		29.156
1064	14	11	7	16	10	0	0		29.157
1065	14	11	7	16	20	0	0		29.151
1066	14	11	7	16	30	0	0		29.129
1067	14	11	7	16	40	0	0		29.087
1068	14	11	7	16	50	0	0		29.027
1069	14	11	7	17	0	0	0		28.993
1070	14	11	7	17	10	0	0		28.94
1071	14	11	7	17	20	0	0		28.877
1072	14	11	7	17	30	0	0		28.803
1073	14	11	7	17	40	0	0		28.731
1074	14	11	7	17	50	0	0		28.647
1075	14	11	7	18	0	0	0		28.565
1076	14	11	7	18	10	0	0		28.476
1077	14	11	7	18	20	0	0		28.371
1078	14	11	7	18	30	0	0		28.26
1079	14	11	7	18	40	0	0		28.155
1080	14	11	7	18	50	0	0		28.049
1081	14	11	7	19	0	0	0		27.96
1082	14	11	7	19	10	0	0		27.85
1083	14	11	7	19	20	0	0		27.763
1084	14	11	7	19	30	0	0		27.656
1085	14	11	7	19	40	0	0		27.572
1086	14	11	7	19	50	0	0		27.483
1087	14	11	7	20	0	0	0		27.397
1088	14	11	7	20	10	0	0		27.328
1089	14	11	7	20	20	0	0		27.247
1090	14	11	7	20	30	0	0		27.191
1091	14	11	7	20	40	0	0		27.119
1092	14	11	7	20	50	0	0		27.067
1093	14	11	7	21	0	0	0		27.025
1094	14	11	7	21	10	0	0		26.977
1095	14	11	7	21	20	0	0		26.941
1096	14	11	7	21	30	0	0		26.913
1097	14	11	7	21	40	0	0		26.883
1098	14	11	7	21	50	0	0		26.873
1099	14	11	7	22	0	0	0		26.863
1100	14	11	7	22	10	0	0		26.875
1101	14	11	7	22	20	0	0		26.868
1102	14	11	7	22	30	0	0		26.89
1103	14	11	7	22	40	0	0		26.915
1104	14	11	7	22	50	0	0		26.939
1105	14	11	7	23	0	0	0		26.966
1106	14	11	7	23	10	0	0		27.009
1107	14	11	7	23	20	0	0		27.074
1108	14	11	7	23	30	0	0		27.123
1109	14	11	7	23	40	0	0		27.174
1110	14	11	7	23	50	0	0		27.242
1111	14	11	8	0	0	0	0		27.312
1112	14	11	8	0	10	0	0		27.383
1113	14	11	8	0	20	0	0		27.458
1114	14	11	8	0	30	0	0		27.541
1115	14	11	8	0	40	0	0		27.621
1116	14	11	8	0	50	0	0		27.714
1117	14	11	8	1	0	0	0		27.801
1118	14	11	8	1	10	0	0		27.897
1119	14	11	8	1	20	0	0		27.985
1120	14	11	8	1	30	0	0		28.063
1121	14	11	8	1	40	0	0		28.156
1122	14	11	8	1	50	0	0		28.252
1123	14	11	8	2	0	0	0		28.348
1124	14	11	8	2	10	0	0		28.431
1125	14	11	8	2	20	0	0		28.532
1126	14	11	8	2	30	0	0		28.615
1127	14	11	8	2	40	0	0		28.694
1128	14	11	8	2	50	0	0		28.776
1129	14	11	8	3	0	0	0		28.841
1130	14	11	8	3	10	0	0		28.91
1131	14	11	8	3	20	0	0		28.97
1132	14	11	8	3	30	0	0		29.019
1133	14	11	8	3	40	0	0		29.076
1134	14	11	8	3	50	0	0		29.098
1135	14	11	8	4	0	0	0		29.136
1136	14	11	8	4	10	0	0		29.161
1137	14	11	8	4	20	0	0		29.156
1138	14	11	8	4	30	0	0		29.168
1139	14	11	8	4	40	0	0		29.159
1140	14	11	8	4	50	0	0		29.142
1141	14	11	8	5	0	0	0		29.131
1142	14	11	8	5	10	0	0		29.083
1143	14	11	8	5	20	0	0		29.024
1144	14	11	8	5	30	0	0		28.973
1145	14	11	8	5	40	0	0		28.918
1146	14	11	8	5	50	0	0		28.846
1147	14	11	8	6	0	0	0		28.787
1148	14	11	8	6	10	0	0		28.714
1149	14	11	8	6	20	0	0		28.62
1150	14	11	8	6	30	0	0		28.536
1151	14	11	8	6	40	0	0		28.436
1152	14	11	8	6	50	0	0		28.347
1153	14	11	8	7	0	0	0		28.244
1154	14	11	8	7	10	0	0		28.135
1155	14	11	8	7	20	0	0		28.037
1156	14	11	8	7	30	0	0		27.944
1157	14	11	8	7	40	0	0		27.846
1158	14	11	8	7	50	0	0		27.759
1159	14	11	8	8	0	0	0		27.67
1160	14	11	8	8	10	0	0		27.595
1161	14	11	8	8	20	0	0		27.524
1162	14	11	8	8	30	0	0		27.448
1163	14	11	8	8	40	0	0		27.37
1164	14	11	8	8	50	0	0		27.305
1165	14	11	8	9	0	0	0		27.243
1166	14	11	8	9	10	0	0		27.186
1167	14	11	8	9	20	0	0		27.142
1168	14	11	8	9	30	0	0		27.101
1169	14	11	8	9	40	0	0		27.077
1170	14	11	8	9	50	0	0		27.051
1171	14	11	8	10	0	0	0		27.029
1172	14	11	8	10	10	0	0		27.014
1173	14	11	8	10	20	0	0		27.01
1174	14	11	8	10	30	0	0		27.005
1175	14	11	8	10	40	0	0		27.013
1176	14	11	8	10	50	0	0		27.041
1177	14	11	8	11	0	0	0		27.061
1178	14	11	8	11	10	0	0		27.081
1179	14	11	8	11	20	0	0		27.13
1180	14	11	8	11	30	0	0		27.161
1181	14	11	8	11	40	0	0		27.197
1182	14	11	8	11	50	0	0		27.259
1183	14	11	8	12	0	0	0		27.302
1184	14	11	8	12	10	0	0		27.367
1185	14	11	8	12	20	0	0		27.443
1186	14	11	8	12	30	0	0		27.511
1187	14	11	8	12	40	0	0		27.588
1188	14	11	8	12	50	0	0		27.665
1189	14	11	8	13	0	0	0		27.751
1190	14	11	8	13	10	0	0		27.82
1191	14	11	8	13	20	0	0		27.916
1192	14	11	8	13	30	0	0		27.994
1193	14	11	8	13	40	0	0		28.073
1194	14	11	8	13	50	0	0		28.17
1195	14	11	8	14	0	0	0		28.252
1196	14	11	8	14	10	0	0		28.322
1197	14	11	8	14	20	0	0		28.405
1198	14	11	8	14	30	0	0		28.49
1199	14	11	8	14	40	0	0		28.561
1200	14	11	8	14	50	0	0		28.655
1201	14	11	8	15	0	0	0		28.729
1202	14	11	8	15	10	0	0		28.799
1203	14	11	8	15	20	0	0		28.867
1204	14	11	8	15	30	0	0		28.923
1205	14	11	8	15	40	0	0		28.966
1206	14	11	8	15	50	0	0		29.004
1207	14	11	8	16	0	0	0		29.046
1208	14	11	8	16	10	0	0		29.063
1209	14	11	8	16	20	0	0		29.084
1210	14	11	8	16	30	0	0		29.108
1211	14	11	8	16	40	0	0		29.112
1212	14	11	8	16	50	0	0		29.121
1213	14	11	8	17	0	0	0		29.108
1214	14	11	8	17	10	0	0		29.089
1215	14	11	8	17	20	0	0		29.063
1216	14	11	8	17	30	0	0		29.022
1217	14	11	8	17	40	0	0		28.965
1218	14	11	8	17	50	0	0		28.911
1219	14	11	8	18	0	0	0		28.851
1220	14	11	8	18	10	0	0		28.793
1221	14	11	8	18	20	0	0		28.707
1222	14	11	8	18	30	0	0		28.623
1223	14	11	8	18	40	0	0		28.538
1224	14	11	8	18	50	0	0		28.451
1225	14	11	8	19	0	0	0		28.345
1226	14	11	8	19	10	0	0		28.252
1227	14	11	8	19	20	0	0		28.171
1228	14	11	8	19	30	0	0		28.064
1229	14	11	8	19	40	0	0		27.983
1230	14	11	8	19	50	0	0		27.891
1231	14	11	8	20	0	0	0		27.789
1232	14	11	8	20	10	0	0		27.713
1233	14	11	8	20	20	0	0		27.626
1234	14	11	8	20	30	0	0		27.532
1235	14	11	8	20	40	0	0		27.458
1236	14	11	8	20	50	0	0		27.372
1237	14	11	8	21	0	0	0		27.324
1238	14	11	8	21	10	0	0		27.262
1239	14	11	8	21	20	0	0		27.203
1240	14	11	8	21	30	0	0		27.153
1241	14	11	8	21	40	0	0		27.109
1242	14	11	8	21	50	0	0		27.07
1243	14	11	8	22	0	0	0		27.035
1244	14	11	8	22	10	0	0		27.005
1245	14	11	8	22	20	0	0		26.987
1246	14	11	8	22	30	0	0		26.968
1247	14	11	8	22	40	0	0		26.955
1248	14	11	8	22	50	0	0		26.96
1249	14	11	8	23	0	0	0		26.967
1250	14	11	8	23	10	0	0		26.98
1251	14	11	8	23	20	0	0		26.997
1252	14	11	8	23	30	0	0		27.018
1253	14	11	8	23	40	0	0		27.056
1254	14	11	8	23	50	0	0		27.081
1255	14	11	9	0	0	0	0		27.125
1256	14	11	9	0	10	0	0		27.182
1257	14	11	9	0	20	0	0		27.232
1258	14	11	9	0	30	0	0		27.29
1259	14	11	9	0	40	0	0		27.349
1260	14	11	9	0	50	0	0		27.426
1261	14	11	9	1	0	0	0		27.502
1262	14	11	9	1	10	0	0		27.559
1263	14	11	9	1	20	0	0		27.648
1264	14	11	9	1	30	0	0		27.723
1265	14	11	9	1	40	0	0		27.816
1266	14	11	9	1	50	0	0		27.889
1267	14	11	9	2	0	0	0		27.978
1268	14	11	9	2	10	0	0		28.055
1269	14	11	9	2	20	0	0		28.129
1270	14	11	9	2	30	0	0		28.221
1271	14	11	9	2	40	0	0		28.314
1272	14	11	9	2	50	0	0		28.398
1273	14	11	9	3	0	0	0		28.486
1274	14	11	9	3	10	0	0		28.568
1275	14	11	9	3	20	0	0		28.655
1276	14	11	9	3	30	0	0		28.728
1277	14	11	9	3	40	0	0		28.797
1278	14	11	9	3	50	0	0		28.861
1279	14	11	9	4	0	0	0		28.909
1280	14	11	9	4	10	0	0		28.958
1281	14	11	9	4	20	0	0		29.002
1282	14	11	9	4	30	0	0		29.03
1283	14	11	9	4	40	0	0		29.063
1284	14	11	9	4	50	0	0		29.082
1285	14	11	9	5	0	0	0		29.093
1286	14	11	9	5	10	0	0		29.087
1287	14	11	9	5	20	0	0		29.076
1288	14	11	9	5	30	0	0		29.061
1289	14	11	9	5	40	0	0		29.024
1290	14	11	9	5	50	0	0		28.988
1291	14	11	9	6	0	0	0		28.937
1292	14	11	9	6	10	0	0		28.892
1293	14	11	9	6	20	0	0		28.841
1294	14	11	9	6	30	0	0		28.784
1295	14	11	9	6	40	0	0		28.714
1296	14	11	9	6	50	0	0		28.631
1297	14	11	9	7	0	0	0		28.529
1298	14	11	9	7	10	0	0		28.441
1299	14	11	9	7	20	0	0		28.365
1300	14	11	9	7	30	0	0		28.269
1301	14	11	9	7	40	0	0		28.186
1302	14	11	9	7	50	0	0		28.099
1303	14	11	9	8	0	0	0		28.019
1304	14	11	9	8	10	0	0		27.933
1305	14	11	9	8	20	0	0		27.848
1306	14	11	9	8	30	0	0		27.76
1307	14	11	9	8	40	0	0		27.676
