Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1165772,-,-,-,40.65,-76.38,0,406,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2013,1,1,0,30,0,0,0,0,0,0,6,-2,119.76,0,0.866,0.6000000000000001,1.341,235.5,90.57000000000001,-2,960,0.0000,0.0000,N/A
2013,1,1,1,30,0,0,0,0,0,0,6,-1,131.11,0,0.866,0.7000000000000001,1.342,236.20000000000002,93.05,-2,960,0.0000,0.0000,N/A
2013,1,1,2,30,0,0,0,0,0,0,7,-1,142.32,0,0.866,0.6000000000000001,1.247,238.70000000000002,93.38,-2,960,0.0000,0.0000,N/A
2013,1,1,3,30,0,0,0,0,0,0,7,-2,152.70000000000002,0,0.866,0.6000000000000001,1.1480000000000001,241.10000000000002,90.63,-2,960,0.0000,0.0000,N/A
2013,1,1,4,30,0,0,0,0,0,0,7,-2,160.51,0,0.866,0.6000000000000001,1.093,246.4,94.67,-3,960,0.0000,0.0000,N/A
2013,1,1,5,30,0,0,0,0,0,0,7,-3,161.79,0,0.866,0.5,1.062,252.10000000000002,92.66,-3,960,0.0000,0.0000,N/A
2013,1,1,6,30,0,0,0,0,0,0,7,-3,155.47,0,0.866,0.5,1.018,254.70000000000002,90.31,-3,960,0.0000,0.0000,N/A
2013,1,1,7,30,0,0,0,0,0,0,4,-3,145.58,0,0.866,0.5,0.98,253.10000000000002,93.66,-4,960,0.0000,0.0000,N/A
2013,1,1,8,30,0,0,0,0,0,0,7,-4,134.52,0,0.866,0.5,0.985,253,90.96000000000001,-4,960,0.0000,0.0000,N/A
2013,1,1,9,30,0,0,0,0,0,0,7,-4,123.16,0,0.866,0.5,1.006,255,89.08,-4,960,0.0000,0.0000,N/A
2013,1,1,10,30,0,0,0,0,0,0,7,-4,111.9,0,0.866,0.4,1.018,256.7,87.26,-4,960,0.0000,0.0000,N/A
2013,1,1,11,30,0,0,0,0,0,0,7,-5,100.99000000000001,0,0.866,0.4,1.016,256.8,90.25,-5,960,0.0000,0.0000,N/A
2013,1,1,12,30,0,0,0,0,0,0,6,-5,90.73,0,0.866,0.4,0.998,259.90000000000003,83.04,-4,960,0.0000,0.0000,N/A
2013,1,1,13,30,44,0,44,56,401,116,6,-4,81.45,0,0.866,0.4,0.968,263.1,83.76,-3,960,0.0000,0.0000,N/A
2013,1,1,14,30,54,0,54,90,618,265,6,-2,73.58,0,0.866,0.4,0.9380000000000001,266.5,81.75,-1,960,2.6747,2.0605,N/A
2013,1,1,15,30,122,0,122,108,727,385,6,-1,67.65,0,0.866,0.4,0.91,273.1,88.75,-1,960,6.3735,4.9488,N/A
2013,1,1,16,30,162,16,169,117,774,454,6,0,64.24,0,0.866,0.5,0.919,282.8,93.3,0,960,9.0642,7.0596,N/A
2013,1,1,17,30,184,48,205,119,776,462,6,0,63.77,0,0.866,0.5,0.9530000000000001,286.8,94.09,0,960,11.0317,8.5950,N/A
2013,1,1,18,30,155,23,164,107,760,413,6,-1,66.29,0,0.866,0.5,0.9510000000000001,301.8,92.62,-1,960,8.6620,6.7347,N/A
2013,1,1,19,30,131,170,185,87,706,311,7,-1,71.49,0,0.866,0.5,0.911,314.20000000000005,90.44,-1,960,9.3431,7.2209,N/A
2013,1,1,20,30,71,199,110,60,565,170,7,-1,78.82000000000001,0,0.866,0.4,0.841,319.40000000000003,93.67,-2,960,5.2481,4.0056,N/A
2013,1,1,21,30,17,0,17,19,179,26,7,-2,87.71000000000001,4,0.866,0.4,0.757,327.70000000000005,92.94,-3,960,0.0000,0.0000,N/A
2013,1,1,22,30,0,0,0,0,0,0,7,-4,97.71000000000001,0,0.866,0.4,0.675,333.40000000000003,90.59,-4,960,0.0000,0.0000,N/A
2013,1,1,23,30,0,0,0,0,0,0,7,-5,108.44,0,0.866,0.4,0.587,331.90000000000003,90.27,-5,960,0.0000,0.0000,N/A
2013,1,2,0,30,0,0,0,0,0,0,7,-6,119.62,0,0.866,0.4,0.496,336.90000000000003,84.09,-6,960,0.0000,0.0000,N/A
2013,1,2,1,30,0,0,0,0,0,0,7,-6,130.98,0,0.866,0.4,0.427,342.20000000000005,86.71000000000001,-6,960,0.0000,0.0000,N/A
2013,1,2,2,30,0,0,0,0,0,0,7,-7,142.18,0,0.866,0.4,0.385,345.40000000000003,88.09,-7,960,0.0000,0.0000,N/A
2013,1,2,3,30,0,0,0,0,0,0,7,-8,152.57,0,0.866,0.4,0.359,346.3,93.43,-9,960,0.0000,0.0000,N/A
2013,1,2,4,30,0,0,0,0,0,0,6,-10,160.39000000000001,0,0.866,0.5,0.34500000000000003,349.5,88.39,-10,960,0.0000,0.0000,N/A
2013,1,2,5,30,0,0,0,0,0,0,6,-12,161.73,0,0.866,0.7000000000000001,0.343,353,84.60000000000001,-11,960,0.0000,0.0000,N/A
2013,1,2,6,30,0,0,0,0,0,0,6,-12,155.47,0,0.866,0.8,0.34600000000000003,351.1,85.26,-12,960,0.0000,0.0000,N/A
2013,1,2,7,30,0,0,0,0,0,0,7,-13,145.6,0,0.866,0.8,0.34800000000000003,346.40000000000003,79.41,-12,960,0.0000,0.0000,N/A
2013,1,2,8,30,0,0,0,0,0,0,7,-14,134.56,0,0.866,0.8,0.35000000000000003,342.20000000000005,81.05,-13,960,0.0000,0.0000,N/A
2013,1,2,9,30,0,0,0,0,0,0,7,-14,123.2,0,0.866,0.8,0.35100000000000003,339,78.5,-13,960,0.0000,0.0000,N/A
2013,1,2,10,30,0,0,0,0,0,0,7,-15,111.93,0,0.866,0.8,0.35100000000000003,329.90000000000003,77.36,-13,960,0.0000,0.0000,N/A
2013,1,2,11,30,0,0,0,0,0,0,7,-15,101.02,0,0.866,0.8,0.34900000000000003,319.3,80.78,-14,960,0.0000,0.0000,N/A
2013,1,2,12,30,0,0,0,0,0,0,7,-16,90.74,0,0.866,0.7000000000000001,0.339,308.8,71.51,-13,960,0.0000,0.0000,N/A
2013,1,2,13,30,54,45,61,45,576,131,7,-15,81.45,0,0.866,0.6000000000000001,0.325,304.40000000000003,66.33,-11,960,0.0000,0.0000,N/A
2013,1,2,14,30,91,411,207,69,780,289,7,-11,73.55,0,0.866,0.7000000000000001,0.317,303.40000000000003,70.51,-8,970,10.2558,7.9013,N/A
2013,1,2,15,30,127,455,300,89,844,411,7,-9,67.6,0,0.866,0.8,0.321,305.7,71.97,-6,970,15.6791,12.1750,N/A
2013,1,2,16,30,153,451,349,95,887,481,7,-7,64.17,0,0.866,0.9,0.335,306.1,74.22,-5,970,18.7277,14.5868,N/A
2013,1,2,17,30,182,307,319,94,893,491,7,-7,63.67,0,0.866,0.9,0.361,305.90000000000003,73.57000000000001,-4,960,17.1783,13.3851,N/A
2013,1,2,18,30,173,88,209,89,865,438,7,-6,66.18,0,0.866,0.9,0.39,307.70000000000005,76.66,-4,970,11.0483,8.5909,N/A
2013,1,2,19,30,132,94,162,78,788,330,4,-6,71.36,0,0.866,0.8,0.41400000000000003,312,78.31,-4,970,8.1914,6.3319,N/A
2013,1,2,20,30,68,0,68,57,630,181,4,-6,78.68,0,0.866,0.6000000000000001,0.429,315.70000000000005,84.08,-5,970,3.2455,2.4777,N/A
2013,1,2,21,30,11,0,11,20,222,29,8,-6,87.57000000000001,4,0.866,0.4,0.438,316.8,80.72,-5,970,0.0000,0.0000,N/A
2013,1,2,22,30,0,0,0,0,0,0,4,-7,97.57000000000001,0,0.866,0.4,0.441,316.5,83.09,-6,970,0.0000,0.0000,N/A
2013,1,2,23,30,0,0,0,0,0,0,4,-7,108.3,0,0.866,0.30000000000000004,0.438,314.8,86.16,-7,970,0.0000,0.0000,N/A
2013,1,3,0,30,0,0,0,0,0,0,4,-8,119.48,0,0.866,0.30000000000000004,0.432,312.5,81.7,-7,970,0.0000,0.0000,N/A
2013,1,3,1,30,0,0,0,0,0,0,7,-9,130.84,0,0.866,0.30000000000000004,0.426,311.40000000000003,84.75,-8,970,0.0000,0.0000,N/A
2013,1,3,2,30,0,0,0,0,0,0,7,-9,142.04,0,0.866,0.4,0.424,305.5,82.08,-8,970,0.0000,0.0000,N/A
2013,1,3,3,30,0,0,0,0,0,0,7,-9,152.43,0,0.866,0.5,0.425,302,85.85000000000001,-9,970,0.0000,0.0000,N/A
2013,1,3,4,30,0,0,0,0,0,0,7,-10,160.26,0,0.866,0.5,0.423,304.40000000000003,84.06,-9,970,0.0000,0.0000,N/A
2013,1,3,5,30,0,0,0,0,0,0,7,-10,161.66,0,0.866,0.5,0.419,308.90000000000003,82.16,-9,970,0.0000,0.0000,N/A
2013,1,3,6,30,0,0,0,0,0,0,7,-10,155.46,0,0.866,0.6000000000000001,0.41100000000000003,314.3,86.24,-10,970,0.0000,0.0000,N/A
2013,1,3,7,30,0,0,0,0,0,0,7,-11,145.62,0,0.866,0.7000000000000001,0.398,320.6,83.65,-10,970,0.0000,0.0000,N/A
2013,1,3,8,30,0,0,0,0,0,0,7,-11,134.59,0,0.866,0.7000000000000001,0.387,323.8,80.94,-10,970,0.0000,0.0000,N/A
2013,1,3,9,30,0,0,0,0,0,0,7,-12,123.23,0,0.866,0.8,0.385,327.6,85.19,-11,970,0.0000,0.0000,N/A
2013,1,3,10,30,0,0,0,0,0,0,8,-12,111.96000000000001,0,0.866,0.7000000000000001,0.395,326.90000000000003,83.53,-11,970,0.0000,0.0000,N/A
2013,1,3,11,30,0,0,0,0,0,0,7,-12,101.04,0,0.866,0.7000000000000001,0.41500000000000004,316.70000000000005,88.38,-12,970,0.0000,0.0000,N/A
2013,1,3,12,30,0,0,0,0,0,0,7,-12,90.75,0,0.866,0.8,0.437,299.7,85.60000000000001,-12,970,0.0000,0.0000,N/A
2013,1,3,13,30,48,531,127,48,531,127,0,-13,81.44,0,0.866,0.7000000000000001,0.456,283.8,71.98,-10,970,0.0000,0.0000,N/A
2013,1,3,14,30,75,726,281,75,726,281,0,-11,73.52,0,0.866,0.5,0.47500000000000003,269.1,72.63,-8,970,13.9260,10.7294,N/A
2013,1,3,15,30,94,806,402,94,806,402,0,-8,67.55,0,0.866,0.6000000000000001,0.499,262.2,74.72,-6,970,21.0187,16.3220,N/A
2013,1,3,16,30,105,835,470,105,835,470,0,-7,64.09,0,0.866,0.7000000000000001,0.532,264,71.05,-4,970,25.2351,19.6565,N/A
2013,1,3,17,30,110,827,478,110,827,478,0,-6,63.56,0,0.866,0.8,0.5630000000000001,266.8,75.32000000000001,-4,970,25.7602,20.0736,N/A
2013,1,3,18,30,99,814,429,99,814,429,0,-6,66.05,0,0.866,0.7000000000000001,0.577,267.90000000000003,78.31,-4,970,22.7010,17.6538,N/A
2013,1,3,19,30,85,739,323,85,739,323,0,-5,71.22,0,0.866,0.6000000000000001,0.5760000000000001,267.3,80.37,-4,970,16.3532,12.6435,N/A
2013,1,3,20,30,60,591,178,60,591,178,0,-5,78.54,0,0.866,0.5,0.5740000000000001,262.2,86.38,-5,970,8.4995,6.4901,N/A
2013,1,3,21,30,19,234,29,19,234,29,1,-7,87.43,0,0.866,0.4,0.58,252.5,94.05,-8,970,0.0000,0.0000,N/A
2013,1,3,22,30,0,0,0,0,0,0,4,-9,97.42,0,0.866,0.5,0.595,245.60000000000002,87.7,-9,970,0.0000,0.0000,N/A
2013,1,3,23,30,0,0,0,0,0,0,4,-9,108.15,0,0.866,0.5,0.62,242.60000000000002,85.64,-9,970,0.0000,0.0000,N/A
2013,1,4,0,30,0,0,0,0,0,0,4,-10,119.33,0,0.866,0.5,0.642,243.70000000000002,85.39,-9,970,0.0000,0.0000,N/A
2013,1,4,1,30,0,0,0,0,0,0,4,-9,130.69,0,0.866,0.5,0.635,245.60000000000002,88.26,-9,970,0.0000,0.0000,N/A
2013,1,4,2,30,0,0,0,0,0,0,4,-9,141.89000000000001,0,0.866,0.5,0.604,246.9,89.69,-9,970,0.0000,0.0000,N/A
2013,1,4,3,30,0,0,0,0,0,0,4,-9,152.28,0,0.866,0.5,0.5680000000000001,250.70000000000002,89.73,-9,970,0.0000,0.0000,N/A
2013,1,4,4,30,0,0,0,0,0,0,4,-9,160.13,0,0.866,0.5,0.538,252.10000000000002,87.83,-9,970,0.0000,0.0000,N/A
2013,1,4,5,30,0,0,0,0,0,0,4,-10,161.58,0,0.866,0.5,0.523,254.8,92.12,-10,970,0.0000,0.0000,N/A
2013,1,4,6,30,0,0,0,0,0,0,4,-10,155.44,0,0.866,0.5,0.518,259.6,90.09,-10,970,0.0000,0.0000,N/A
2013,1,4,7,30,0,0,0,0,0,0,4,-10,145.64000000000001,0,0.866,0.5,0.518,265.8,83.89,-10,970,0.0000,0.0000,N/A
2013,1,4,8,30,0,0,0,0,0,0,4,-10,134.61,0,0.866,0.5,0.518,265.3,84.08,-9,970,0.0000,0.0000,N/A
2013,1,4,9,30,0,0,0,0,0,0,4,-10,123.26,0,0.866,0.5,0.519,262.1,78.59,-8,970,0.0000,0.0000,N/A
2013,1,4,10,30,0,0,0,0,0,0,4,-8,111.98,0,0.866,0.6000000000000001,0.526,263.6,79.5,-7,970,0.0000,0.0000,N/A
