"TOA5","CR1000-M1","CR1000","22372","CR1000.Std.24","CPU:D - M1.CR1","02009","M_60"
"TIMESTAMP","RECORD","BattV","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Std","WS_ms_Max","AirTC_Avg","RH","BP_700_Avg"
"2014-10-30 21:00:00",92,12.45,4.445,90.1,11.8,1.099,8.42,26.08,79.42,312.7
"2014-10-30 22:00:00",93,12.43,4.271,92.8,11.22,0.937,7.87,25.94,80.8,313.2
"2014-10-30 23:00:00",94,12.42,4.2,99.1,9.71,0.849,6.51,25.73,82.1,313.1
"2014-10-31 00:00:00",95,12.37,4.062,100.6,8.46,0.751,6.55,25.56,80.4,312.6
"2014-10-31 01:00:00",96,12.4,3.081,98.4,10.74,0.713,5.46,25.5,83.2,312
"2014-10-31 02:00:00",97,12.4,3.562,101.4,8.67,0.685,5.48,25.37,83,311.4
"2014-10-31 03:00:00",98,12.35,3.754,102.5,10.72,0.702,5.57,25.33,81.2,311.2
"2014-10-31 04:00:00",99,12.38,3.173,95.2,11.69,0.728,5.35,25.34,82.6,311.5
"2014-10-31 05:00:00",100,12.37,3.287,105.4,9.53,0.669,5.55,25.22,83.8,312
"2014-10-31 06:00:00",101,12.46,3.291,106.9,7.787,0.624,5.11,25.39,81.3,312.5
"2014-10-31 07:00:00",102,13,4.061,109.4,7.574,0.845,7.18,25.86,75.3,312.9
"2014-10-31 08:00:00",103,13.1,4.604,106.1,7.41,0.728,6.9,26.71,75.78,313.6
"2014-10-31 09:00:00",104,13.09,4.345,112.9,7.316,0.717,6.48,27.01,76.39,314.1
"2014-10-31 10:00:00",105,13.07,4.148,114.6,7.234,0.736,6.34,27.18,74.86,314.1
"2014-10-31 11:00:00",106,13.04,4.302,117.3,7.146,0.702,6.29,27.13,74.69,313.9
"2014-10-31 12:00:00",107,13.08,4.451,120.9,6.415,0.729,6.39,27.12,76.83,313.5
"2014-10-31 13:00:00",108,13.08,4.949,129,6.517,0.707,6.89,27.05,74.25,312.9
"2014-10-31 14:00:00",109,13.09,5.19,130.6,5.232,0.733,7.26,27.01,73.84,312.4
"2014-10-31 15:00:00",110,13.06,5.141,127.9,9.43,0.785,8.17,26.85,77.78,312.1
"2014-10-31 16:00:00",111,13.1,4.863,163.1,21.14,1.347,9.79,26.02,82.4,312
"2014-10-31 17:00:00",112,12.75,4.519,168.8,37.95,1.196,8.07,25.3,79.42,312.3
"2014-10-31 18:00:00",113,12.64,5.292,117.8,7.776,0.918,8.73,25.89,79.11,312.4
"2014-10-31 19:00:00",114,12.55,5.846,114.4,7.974,1.243,10.02,25.72,78.19,312.5
"2014-10-31 20:00:00",115,12.55,5.528,113.2,7.776,1.04,9.06,25.68,78.06,313.2
"2014-10-31 21:00:00",116,12.5,5.596,108.6,9.39,1.101,8.78,25.61,77.48,313.8
"2014-10-31 22:00:00",117,12.42,5.623,103.3,8.08,0.973,8.58,25.68,75.17,314
"2014-10-31 23:00:00",118,12.36,4.791,103.9,7.754,0.903,8.25,25.68,79.69,313.9
"2014-11-01 00:00:00",119,12.37,3.938,96.8,12.23,0.752,6.22,25.57,78.36,313.4
"2014-11-01 01:00:00",120,12.36,3.839,106,7.847,0.668,5.51,25.42,79.38,312.9
"2014-11-01 02:00:00",121,12.31,3.287,99.4,14.38,1.026,7.71,25.19,81.4,312.5
"2014-11-01 03:00:00",122,12.34,3.328,95.2,22.83,0.941,6.76,24.67,81.1,312.3
"2014-11-01 04:00:00",123,12.32,3.99,118.2,7.886,0.805,6.5,25.17,79.21,312.7
"2014-11-01 05:00:00",124,12.32,3.611,115.9,8.24,0.807,5.91,25.18,79.82,312.9
"2014-11-01 06:00:00",125,12.32,3.474,118.2,8.59,0.747,5.5,25.25,79.35,313.3
"2014-11-01 07:00:00",126,12.43,3.554,125.6,9.29,0.657,5.42,25.35,81.1,313.9
"2014-11-01 08:00:00",127,13.11,3.848,120.7,8.82,0.762,5.58,26.1,75,314.3
"2014-11-01 09:00:00",128,13.09,4.577,121.8,6.48,0.714,6.38,26.33,74.93,314.2
"2014-11-01 10:00:00",129,13.05,4.068,124.5,6.542,0.688,6.45,26.37,73.16,314.2
"2014-11-01 11:00:00",130,13.08,4.165,126.2,5.671,0.583,5.75,26.52,72.28,314
"2014-11-01 12:00:00",131,13.08,4.646,120.6,10.03,0.777,7.4,26.16,73.33,313.6
"2014-11-01 13:00:00",132,13.08,3.159,154.8,17.15,0.846,5.35,27.02,75.61,312.9
"2014-11-01 14:00:00",133,13,3.679,150,16.02,0.812,6.4,26.85,73.84,312.3
"2014-11-01 15:00:00",134,13.08,3.584,144.7,14.71,0.74,5.73,26.81,74.83,312.1
"2014-11-01 16:00:00",135,13.12,4.731,128.4,14.2,1.358,9.96,25.38,77.92,312
"2014-11-01 17:00:00",136,12.73,3.523,133.9,9.73,0.67,5.57,25.36,79.08,312.2
"2014-11-01 18:00:00",137,12.61,4.059,127.3,12.55,0.773,6.7,25.13,77.51,312.6
"2014-11-01 19:00:00",138,12.6,4.093,142.2,10.59,1.043,7.22,25.13,78.02,312.9
"2014-11-01 20:00:00",139,12.56,5.343,127.3,7.914,0.986,8.09,25.1,76.19,313.2
"2014-11-01 21:00:00",140,12.49,4.584,114.4,9.81,1.43,8.76,24.62,79.01,313.8
"2014-11-01 22:00:00",141,12.48,4.05,139,10.45,0.844,6.41,24.82,79.62,313.7
"2014-11-01 23:00:00",142,12.46,4.051,145.9,13.88,0.899,7.15,24.53,88.7,313.3
"2014-11-02 00:00:00",143,12.42,2.851,121.9,12.75,0.655,5.35,24.4,85,312.7
"2014-11-02 01:00:00",144,12.34,3.552,113.2,25.32,1.506,8.09,23.39,93.1,312.2
"2014-11-02 02:00:00",145,12.33,1.039,138.6,58.11,0.424,2.37,23.12,88.1,311.7
"2014-11-02 03:00:00",146,12.3,1.389,48.39,81.8,1.028,4.94,22.93,92.9,311.5
"2014-11-02 04:00:00",147,12.29,2.117,84.3,38.8,1.686,9.86,22.72,93.5,311.8
"2014-11-02 05:00:00",148,12.24,2.937,37.95,16.7,1.515,7.89,22.52,90.2,311.9
"2014-11-02 06:00:00",149,12.32,0.935,29.69,11.47,0.299,1.86,23.19,85.4,312.2
"2014-11-02 07:00:00",150,12.82,1.389,44.14,22.33,0.543,2.91,24.09,87.6,312.9
"2014-11-02 08:00:00",151,12.83,1.39,86.7,59.61,1.151,6.23,24.1,88.1,313.7
"2014-11-02 09:00:00",152,13.1,1.951,103.7,36.15,0.658,4.45,24.45,84.2,313.9
"2014-11-02 10:00:00",153,13.1,4.967,124.4,16.15,1.371,8.88,25.58,82.8,313.6
"2014-11-02 11:00:00",154,13.09,6.286,136,13.25,1.311,11.3,25.77,77.27,313.4
"2014-11-02 12:00:00",155,13.08,6.024,118.3,7.689,1.195,9.48,26.09,76.22,312.9
"2014-11-02 13:00:00",156,13.06,4.71,116.9,7.845,0.944,7.63,26.17,77.1,312
"2014-11-02 14:00:00",157,13.08,4.348,118.7,7.681,0.798,6.86,26.46,70.92,311.1
"2014-11-02 15:00:00",158,13.09,4.983,120.2,6.985,0.902,7.14,26.23,76.83,310.5
"2014-11-02 16:00:00",159,13.1,4.637,121,7.182,0.808,6.75,26.07,77.41,310.1
"2014-11-02 17:00:00",160,12.74,4.151,128.5,7.895,0.613,5.98,25.68,80.7,310.1
"2014-11-02 18:00:00",161,12.66,5.109,130.5,6.192,0.798,7.35,25.3,79.93,310.2
"2014-11-02 19:00:00",162,12.61,4.777,130.6,5.269,0.673,7.29,25.35,80.2,310.5
"2014-11-02 20:00:00",163,12.53,5.307,119.3,12.6,1.125,9.64,25.11,80.8,310.8
"2014-11-02 21:00:00",164,12.53,4.185,118.4,8.71,0.836,6.46,25.24,77.85,311.3
"2014-11-02 22:00:00",165,12.51,3.876,120.6,20.94,1.009,6.89,25.14,83,311.4
"2014-11-02 23:00:00",166,12.47,3.939,129.9,32.71,1.857,8.16,24.66,77.38,311.1
"2014-11-03 00:00:00",167,12.41,4.676,124,13.32,1.458,9.19,24.79,81.6,310.2
"2014-11-03 01:00:00",168,12.41,4.671,125.4,10.31,0.982,7.21,24.87,75.54,309.5
"2014-11-03 02:00:00",169,12.37,4.499,132.7,7.102,0.793,6.83,24.9,75.37,309.1
"2014-11-03 03:00:00",170,12.34,4.142,133.8,8.11,0.721,6.15,24.86,75.1,309
"2014-11-03 04:00:00",171,12.26,4.148,131.3,7.797,0.697,6.32,24.88,73.84,309.2
"2014-11-03 05:00:00",172,12.29,3.801,130.5,6.838,0.652,6.38,24.86,74.62,309.7
"2014-11-03 06:00:00",173,12.45,4.385,127.2,7.399,0.667,7.48,25.15,73.6,310.4
"2014-11-03 07:00:00",174,12.95,4.251,130.8,14.75,0.924,6.88,25.6,70.58,311.2
"2014-11-03 08:00:00",175,13.06,4.095,123.2,7.078,0.588,5.71,26.15,67.72,312
"2014-11-03 09:00:00",176,13.07,3.906,130.4,7.193,0.538,5.83,26.6,63.67,312.5
"2014-11-03 10:00:00",177,13.07,3.943,137.9,11,0.676,5.72,26.78,68.5,312.6
"2014-11-03 11:00:00",178,13.07,3.893,140.4,10.31,0.705,5.61,26.96,66.87,312.4
"2014-11-03 12:00:00",179,13.04,3.525,146.7,15.47,0.795,5.63,27.28,64.8,311.8
"2014-11-03 13:00:00",180,13.07,3.782,160.6,15.85,0.98,6.27,26.94,66.8,311
"2014-11-03 14:00:00",181,13.08,4.207,143.6,11.49,0.851,6.5,26.93,72.65,310
"2014-11-03 15:00:00",182,13.09,4.826,156.4,14.17,1.183,9.16,26.35,68.67,309.6
"2014-11-03 16:00:00",183,13.07,4.881,146.9,13.15,0.93,7.52,26.13,71.94,309.5
"2014-11-03 17:00:00",184,12.82,5.353,136,8.53,0.919,7.89,25.62,79.82,309.9
"2014-11-03 18:00:00",185,12.66,5.81,125.6,7.573,1.008,8.06,24.88,78.74,310.1
"2014-11-03 19:00:00",186,12.56,4.599,117,8.59,0.869,7.34,24.73,78.84,310.6
"2014-11-03 20:00:00",187,12.56,4.463,105.6,12.28,0.902,7.48,24.92,80.4,311
"2014-11-03 21:00:00",188,12.53,3.426,86.7,14.19,0.947,6.96,24.87,73.57,311.4
"2014-11-03 22:00:00",189,12.5,4.052,100.8,12.37,0.993,6.85,25.14,73.81,311.7
"2014-11-03 23:00:00",190,12.44,4.231,106.6,8.13,0.785,6.69,25.13,76.39,311.5
"2014-11-04 00:00:00",191,12.46,3.806,111,8.07,0.716,6.33,25.1,77.14,311
"2014-11-04 01:00:00",192,12.43,3.458,111.7,9.13,0.624,5.32,25.16,75.61,310.6
"2014-11-04 02:00:00",193,12.4,3.514,105.7,13.59,0.675,5.81,25.11,73.36,309.9
"2014-11-04 03:00:00",194,12.33,2.732,99.6,15.6,0.81,5.73,25.1,80.8,309.7
"2014-11-04 04:00:00",195,12.33,3.23,163.9,31.77,1.491,7.23,23.73,87.5,310
"2014-11-04 05:00:00",196,12.29,4.044,99.2,16.51,0.976,8.04,24.15,80.5,310.5
"2014-11-04 06:00:00",197,12.31,3.433,108.2,10.41,0.689,6.02,24.64,77.31,311.2
"2014-11-04 07:00:00",198,12.79,2.779,145.1,18.87,0.711,4.71,25.15,72.89,312.1
"2014-11-04 08:00:00",199,13.09,2.846,124.6,16.61,0.648,4.57,26.25,70.85,312.9
"2014-11-04 09:00:00",200,13.07,2.903,139.9,18.6,0.972,7.43,26.45,75.06,313.3
"2014-11-04 10:00:00",201,13.07,3.488,137.4,8.59,0.596,5.54,26.7,74.66,313.2
"2014-11-04 11:00:00",202,13.03,3.866,133,11.05,0.706,5.92,26.84,74.69,313
"2014-11-04 12:00:00",203,13.07,4.274,132.5,8.57,0.575,6.19,26.79,71.39,312.4
"2014-11-04 13:00:00",204,13.07,4.615,138.7,7.711,0.703,6.6,26.96,69.42,311.4
"2014-11-04 14:00:00",205,12.99,4.444,138.4,9.04,0.798,6.58,26.92,72.34,310.7
"2014-11-04 15:00:00",206,13.04,4.735,133.4,8.71,0.723,6.84,26.7,72.34,310.1
"2014-11-04 16:00:00",207,13.09,4.745,117,8.08,0.818,7.2,26.55,72.82,309.8
